gender,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,No,No,-0.4245946567295214,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-1.5139349773641124,-0.825292957331047,No
Female,Yes,Yes,0.7161551390215882,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.470725473659491,-0.5351445943070812,No
Female,Yes,Yes,0.43096769008381086,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4890064175345232,-0.6464482768233448,No
Female,Yes,Yes,0.5124498183517473,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.334449346591069,-0.4905657710083558,No
Male,No,No,1.286530036897143,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.2863732434930943,1.8816849510638993,No
Female,Yes,Yes,-0.3838535925955532,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.3610398104092976,-0.7312825936995933,No
Female,Yes,No,1.449494293433016,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.2962255548523653,-0.1640220302293692,No
Female,No,No,-1.2801570035428536,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.2011499389116365,-0.9760359946509332,Yes
Male,No,No,-1.2394159394088855,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.16624995515021143,-0.9478681780490171,Yes
Male,No,No,-0.2616304001936486,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),-0.1777641704981218,-0.34246967025247116,No
Male,Yes,No,0.9198604596914293,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.34063076138477255,0.30660329085009974,Yes
Male,No,No,-0.750523169801267,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,-1.487344513545884,-0.8752538849765755,No
Male,Yes,No,1.5717174858349205,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.5900354722532308,1.565817187759719,No
Male,No,No,1.286530036897143,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,0.5468259685486093,1.4488667072402523,No
Female,No,No,-1.0357106187390444,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.19782613093435808,-0.8084187367355373,Yes
Female,No,No,1.0013425879593656,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),0.3158213141277477,0.8307187883270993,No
Female,Yes,No,-0.7912642339352352,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,0.9739352936289072,-0.4710225560441446,Yes
Female,Yes,Yes,-1.1986748752749172,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),-1.1665970437385005,-0.9668378900910279,Yes
Male,Yes,No,1.6124585499688886,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.4924493380843664,2.47715744674544,No
Female,Yes,Yes,0.30874449768190626,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1.0487209731176752,0.7200106665377359,No
Male,Yes,No,-0.750523169801267,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),0.059888099877296666,-0.5751795098376041,No
Male,Yes,Yes,-1.2394159394088855,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.6746734631012702,-0.9675657976461282,No
Male,No,No,1.3680121651650794,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),1.5323350338117097,2.2714022445037223,Yes
Female,Yes,No,0.22726236941396985,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.336230363152273,0.7689789929717639,Yes
Male,No,Yes,-1.2801570035428536,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.3128445947387584,-0.9961306547326445,Yes
Male,No,No,-0.4245946567295214,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),-0.32068791352110104,-0.4809706259638503,Yes
Male,No,No,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.4856826095572444,-0.9984246664214459,Yes
Male,No,No,-1.117192747006981,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,0.5086021768099055,-0.8314691426470505,No
Male,Yes,Yes,-0.13940720779174395,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),0.14132139532062207,-0.14330975161605733,No
Male,Yes,Yes,-1.2801570035428536,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.1695737631274903,-0.9764550929402334,Yes
Female,No,No,-1.1986748752749172,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4757111856254088,-0.979432896574735,No
Male,Yes,Yes,1.5717174858349205,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.4989778414663588,-0.4333037100071231,No
Male,No,Yes,-0.954228490471108,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-0.4885402163736694,-0.7937502966100289,No
Male,No,No,0.43096769008381086,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.2165732759702441,0.9902628897222903,Yes
Female,No,No,0.6346730107536519,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0.6199497440487383,0.7078568161480289,No
Male,No,No,-0.2616304001936486,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.7263115993216531,-0.032888381287794276,No
Female,No,No,-0.954228490471108,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.4840207055686052,-0.9022305801246909,No
Male,No,No,-1.2801570035428536,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.5318688326508556,-0.9716464915156305,Yes
Female,Yes,Yes,0.5531908824857155,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.5089492653981946,-0.5845981924445094,No
Male,No,No,-1.2394159394088855,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),-0.0913451630888788,-0.9551031379906211,Yes
Male,No,No,-1.2801570035428536,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.38728318563923747,-0.9735655205245318,Yes
Male,Yes,Yes,1.286530036897143,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),-0.15782132263445048,0.6891517977624182,No
Female,No,No,-0.8320052980692034,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.880868670265107,-0.5244465590275751,Yes
Male,Yes,No,-1.0764516828730126,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.028778125254004,-0.7541785949782064,Yes
Female,Yes,No,1.0828247162273021,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.477373089614048,-0.44834713281253163,No
Female,No,No,-1.0357106187390444,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,0.972273389640268,-0.7278415761663913,No
Female,Yes,No,1.6124585499688886,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),0.6415544959010488,1.6968405476777937,No
Male,No,No,-0.6690410415333305,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.4637307691166448,-0.4698534923950439,No
Male,Yes,No,-0.3023714643276168,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),-0.30739268161198674,-0.38733524501229677,No
Female,Yes,No,0.06429811287809704,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,-0.07140231522520725,-0.003705905669677562,Yes
Female,No,No,-1.2801570035428536,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.322468930082305,-0.9744257749078322,Yes
Female,Yes,Yes,-0.9134874263371398,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.239839931811194,-0.5357622128386816,Yes
Male,Yes,No,-0.34311252846158496,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4856826095572444,-0.7717586653241164,No
Female,Yes,Yes,-0.9134874263371398,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,0.18286899503660436,-0.7090042109525805,No
Male,Yes,No,1.490235357566984,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),-0.37054503318027976,0.6710423401037079,No
Male,No,No,1.0013425879593656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4640778577049338,-0.513726465943369,No
Male,Yes,Yes,0.7161551390215882,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.2830494355158157,1.3027778667120686,No
Male,Yes,Yes,-0.18014827192571217,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,-0.46527356053271945,-0.3954966327513015,No
Female,No,No,-0.6690410415333305,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.4868783123850302,-0.6710206712591589,Yes
Male,No,No,-0.3023714643276168,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,0.47204028905984124,-0.16821301312237158,No
Female,Yes,No,-1.1986748752749172,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.32579273805958336,-0.9018335396400907,No
Male,Yes,No,1.1643068444952385,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.0537066850835934,1.4956954266183788,No
Female,No,No,-1.2394159394088855,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4856826095572444,-0.9897338913696409,No
Male,Yes,Yes,0.7568962031555565,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.5089492653981946,-0.5671284111220994,No
Female,Yes,Yes,1.5717174858349205,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),0.42384507338930166,1.451866568679454,No
Female,Yes,Yes,-0.5060767849974578,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.487344513545884,-0.8281604719420487,No
Male,Yes,Yes,-1.0764516828730126,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),-1.493992129500441,-0.946037380258916,No
Female,No,No,-1.0764516828730126,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4823588015799658,-0.9527429528877197,No
Female,No,No,-0.13940720779174395,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,0.08814046768416492,-0.21272566300699705,No
Male,No,No,0.14578024114603344,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.5372016332050626,-0.7033353551446773,No
Female,No,No,-0.18014827192571217,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,-1.1649351397498613,-0.6584697803848517,No
Female,Yes,No,-1.0357106187390444,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.721325887355735,-0.7503184791557042,Yes
Female,No,No,1.2457889727631748,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.3494064824888226,-0.2934131125996431,No
Male,Yes,Yes,0.6346730107536519,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.3710112343411336,-0.48966140101565525,No
Female,Yes,No,0.6754140748876201,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.4740492816367694,-0.6098543788260239,No
Male,No,No,-0.22088933605968036,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.5534735845031666,-0.07113661463761604,Yes
Male,Yes,No,1.6124585499688886,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.9141067500378928,1.9572329321614426,No
Male,Yes,No,-1.2801570035428536,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.14464520329790093,-0.9767859600107335,Yes
Female,Yes,Yes,1.6124585499688886,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),-0.37054503318027976,0.6620427557861027,No
Female,No,No,0.5939319466196836,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),-0.8358781499992815,-0.2138064954372976,No
Female,No,No,-1.2801570035428536,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.33730695340749395,-0.9831827233737371,No
Female,No,No,0.14578024114603344,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.3295827471977157,0.7072391976164285,No
Male,Yes,Yes,0.43096769008381086,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),-1.179892275647615,-0.46729478704984245,No
Female,Yes,No,-0.22088933605968036,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,0.6332449759578523,0.011866904448531215,No
Female,No,No,-0.954228490471108,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.49032123293487334,-0.6881595855110686,Yes
Female,No,No,0.22726236941396985,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.2913589554590124,0.7522591770091543,No
Female,No,No,0.10503917701206525,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1384637885041973,0.5608415478224449,No
Female,Yes,No,1.0828247162273021,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,1.171701868276983,1.6550189499665702,No
Male,No,No,-0.22088933605968036,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.477373089614048,-0.772773324340317,No
Female,No,No,-1.2394159394088855,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.6929544069763023,-0.9697495203114296,No
Male,No,No,-1.0357106187390444,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.3726731383297728,-0.9309718996488073,No
Female,No,No,0.14578024114603344,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,0.1961642269457189,0.10087014641308206,No
Female,Yes,Yes,0.3494855618158745,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.9805829095834644,0.7103934636885303,No
Female,No,No,-0.7912642339352352,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,-1.1848779876135327,-0.8497330049386609,No
Male,No,Yes,-0.546817849131426,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.4607540497276552,-0.8010514299657331,No
Female,Yes,No,1.1235657803612702,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),-0.9006924055562138,0.002382048427525796,No
Female,No,Yes,0.6346730107536519,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,1.0204686053108076,1.0343123257082156,Yes
Male,No,No,-1.1986748752749172,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,0.8725591503219104,-0.8797536771353781,Yes
Male,Yes,No,1.490235357566984,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,0.9190924620038108,1.8428190991824773,No
Male,No,No,0.43096769008381086,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,-0.6863067910217452,-0.15528713956816423,No
Female,No,Yes,-0.8727463622031716,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,-0.9555352371813105,-0.8296824604663495,No
Female,Yes,No,0.5124498183517473,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.48355450440775155,-0.02724158328459097,No
Male,Yes,No,1.6124585499688886,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.4941112420730056,2.4155941138277046,No
Female,Yes,No,-1.2394159394088855,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0.4786879050143985,-0.9310380730629074,Yes
Female,Yes,Yes,-0.8320052980692034,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.4790349936026874,-0.9082523608077944,No
Female,Yes,Yes,1.4087532292990477,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1.5805302494822486,2.252167838805311,No
Male,Yes,No,0.18652130528000166,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,0.9805829095834644,0.5195272796193212,No
Female,No,No,0.26800343354793804,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),-0.7860210303401027,-0.25692950362582223,No
Female,No,No,0.3494855618158745,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.32745464204822305,0.35616717801102804,No
Female,No,No,-0.3023714643276168,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.5500306639533232,-0.4365241494933249,No
Male,Yes,Yes,-0.9949695546050762,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),0.37731176170740177,-0.7223932984054883,No
Female,Yes,Yes,1.5717174858349205,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,0.20945945885483294,1.2977266294357659,No
Male,No,No,-1.117192747006981,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,1.0553685890722326,-0.7866697413013249,No
Female,No,No,-0.09866614365777576,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0.4820117129916769,0.06343805183716072,No
Male,No,No,0.30874449768190626,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),0.8243639346513709,0.5315267253761282,No
Female,No,No,0.8791193955574611,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.4723873776481302,-0.5503865373547899,No
Male,Yes,No,1.6124585499688886,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.3794398668568946,2.330208351833956,No
Male,Yes,Yes,-0.18014827192571217,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),1.1816732922088187,0.22750400319585448,No
Male,Yes,Yes,-0.5875589132653942,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.6914116155602276,-0.3007804193694473,No
Female,No,No,-1.2394159394088855,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.6497449032716808,-0.9695730578738294,Yes
Female,Yes,Yes,1.0828247162273021,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,1.374454154890977,1.7526688513735258,No
Male,Yes,Yes,-0.4245946567295214,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,-0.4553021366008836,-0.4633905556179402,No
Female,No,No,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4923302255118018,-0.9985128976402459,No
Female,Yes,No,1.6124585499688886,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.2995493628296437,-0.15259608739476263,No
Female,No,No,-0.750523169801267,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3158213141277477,-0.5236745358630747,Yes
Male,Yes,No,0.7161551390215882,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,1.1500971164246725,1.2248476427069244,No
Female,Yes,Yes,0.6346730107536519,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),0.16292614717293305,0.32660971971301117,No
Female,Yes,Yes,0.6754140748876201,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.115197132663247,1.1496084708751813,No
Male,Yes,Yes,-0.18014827192571217,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,0.68642590359431,0.0029114357403262187,No
Male,No,No,1.449494293433016,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1.033763837219922,1.861634406591588,No
Male,No,No,-0.7912642339352352,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,1.194968524117933,-0.42794366346502,No
Female,No,No,-0.8727463622031716,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.8110687027422568,-0.5704150240224014,No
Female,Yes,No,-1.1986748752749172,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.30917369817319046,-0.9067083144787935,Yes
Male,Yes,No,1.0013425879593656,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,1.189982812152015,1.5276571856286971,Yes
Male,No,No,-1.1986748752749172,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.3390879699686979,-0.9150461646553983,Yes
Male,Yes,No,1.6124585499688886,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.2978874588410045,-0.18488871347558108,No
Male,Yes,Yes,1.5309764217009523,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.6415544959010488,1.6306891913824562,No
Female,Yes,Yes,0.6754140748876201,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.4820117129916769,0.7142976951204325,No
Female,Yes,No,1.4087532292990477,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.4043684266864838,2.1436654974859493,No
Male,No,No,0.5531908824857155,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.487344513545884,-0.6093691071226236,No
Female,No,No,1.286530036897143,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),0.17954518705932596,0.9695285533042785,Yes
Female,Yes,No,0.18652130528000166,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.505625457420916,-0.6520730170218481,No
Female,No,No,-1.2394159394088855,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.19782613093435808,-0.9389788827549119,Yes
Female,Yes,No,-0.7912642339352352,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,-0.6480829992830416,-0.7741629660364178,No
Female,Yes,No,1.6124585499688886,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,1.6735968728460495,2.6762291341630537,No
Male,Yes,Yes,1.449494293433016,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.270949906434487,1.1778645186958974,No
Male,Yes,Yes,-0.7097821056672988,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.5006397454549982,-0.860541329241667,No
Female,No,No,-0.34311252846158496,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.5039635534322768,-0.7998603085119325,No
Female,No,No,-0.34311252846158496,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.8227020306627317,-0.01056588293138156,No
Male,No,No,-0.22088933605968036,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,-0.48023069643047295,-0.3846662506435953,No
Male,No,No,-0.8320052980692034,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),-0.48355450440775155,-0.7453554730982013,Yes
Female,Yes,Yes,1.5717174858349205,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.7462544471853244,1.784652668188544,No
Male,Yes,Yes,1.4087532292990477,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.4624159537162946,-0.3844236147918951,No
Female,Yes,No,1.2457889727631748,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.4774922021866128,2.010833397582473,No
Male,No,No,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.477373089614048,-0.9983143773979459,No
Male,No,No,-1.157933811140949,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,-0.29575935369151163,-0.9020761754917909,No
Female,No,No,0.30874449768190626,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.4786879050143985,0.41934073067186406,Yes
Female,No,No,-0.8320052980692034,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0370876451972004,-0.5387400164731834,Yes
